Entropy before packing,Entropy after packing ,Difference in Entropy,Our Results
2.562603314,2.177741991,-0.384861323,Packed
2.566122887,2.225724212,-0.340398675,Packed
2.600696976,2.243158157,-0.35753882,Packed
2.565489422,2.188146536,-0.377342886,Packed
2.684105775,2.251550557,-0.432555218,Packed
2.659517187,2.274226147,-0.38529104,Packed
2.640216425,2.279703252,-0.360513172,Packed
2.708173577,2.303468901,-0.404704676,Packed
2.579446609,2.226586191,-0.352860418,Packed
2.688043591,2.290290588,-0.397753003,Packed
2.678839941,2.305969281,-0.372870661,Packed
2.611745489,2.25371154,-0.358033949,Packed
2.619376388,2.243618214,-0.375758173,Packed
2.672711497,2.302089385,-0.370622111,Packed
2.667883551,2.289946519,-0.377937032,Packed
2.655531514,2.279224629,-0.376306886,Packed
2.692274849,2.286531868,-0.40574298,Packed
2.373983808,2.239693575,-0.134290233,Packed
2.667439325,2.298023433,-0.369415892,Packed
2.607852217,2.202398705,-0.405453512,Packed
2.693742548,2.300885649,-0.392856899,Packed
2.609890309,2.257198579,-0.35269173,Packed
2.715960952,2.257460201,-0.458500751,Packed
2.598480139,2.257602099,-0.34087804,Packed
2.671227794,2.285312081,-0.385915713,Packed
2.662470349,2.303192307,-0.359278042,Packed
2.733111443,2.29550135,-0.437610093,Packed
2.582058167,2.231516787,-0.350541379,Packed
2.574502985,2.197243792,-0.377259193,Packed
2.577931387,2.200000865,-0.377930522,Packed
2.709592834,2.300485738,-0.409107096,Packed
2.636043144,2.253852018,-0.382191126,Packed
2.664424494,2.320218367,-0.344206127,Packed
2.656691497,2.275488773,-0.381202724,Packed
2.664737157,2.296224182,-0.368512975,Packed
2.635663597,2.239343733,-0.396319864,Packed
2.635627842,2.308569805,-0.327058037,Packed
2.713360368,2.28723089,-0.426129478,Packed
2.643890035,2.277771519,-0.366118516,Packed
2.611177713,2.235218371,-0.375959342,Packed
2.584760632,2.239313812,-0.34544682,Packed
2.665353918,2.252694917,-0.412659001,Packed
2.629863568,2.282897434,-0.346966134,Packed
2.705716482,2.305391893,-0.400324589,Packed
2.628123118,2.286021758,-0.342101359,Packed
2.712297284,2.304383181,-0.407914104,Packed
2.625354518,2.267346345,-0.358008173,Packed
2.618366032,2.196220901,-0.422145131,Packed
2.653057939,2.278510877,-0.374547062,Packed
2.538731112,2.196042371,-0.342688741,Packed
2.590521992,2.211781041,-0.378740951,Packed
2.731266817,2.36792762,-0.363339197,Packed
2.717157068,2.357283441,-0.359873627,Packed
2.712456175,2.301730466,-0.410725709,Packed
2.697971113,2.291087131,-0.406883982,Packed
2.705773876,2.289800077,-0.415973798,Packed
2.724332727,2.273898056,-0.450434671,Packed
2.608442365,2.281790001,-0.326652364,Packed
2.667682398,2.26535711,-0.402325288,Packed
2.615668883,2.291829756,-0.323839126,Packed
2.691595614,2.302405211,-0.389190404,Packed
2.593174295,2.24043389,-0.352740405,Packed
2.579077604,2.203157433,-0.375920171,Packed
2.587505835,2.20378806,-0.383717775,Packed
2.708320979,2.309621105,-0.398699874,Packed
2.681392488,2.312113656,-0.369278833,Packed
2.646591918,2.286618665,-0.359973252,Packed
2.684129295,2.282615066,-0.401514229,Packed
2.621437323,2.236845793,-0.384591531,Packed
2.626519648,2.271607179,-0.354912469,Packed
2.704435915,2.297895873,-0.406540043,Packed
2.704379023,2.295104998,-0.409274026,Packed
2.649781608,2.28862948,-0.361152128,Packed
2.71612472,2.297282538,-0.418842182,Packed
2.697804277,2.286803858,-0.411000419,Packed
2.68576854,2.295264391,-0.390504148,Packed
2.669912382,2.279369351,-0.390543031,Packed
2.629077432,2.280934942,-0.348142489,Packed
2.640334619,2.286995627,-0.353338992,Packed
2.589893989,2.207502916,-0.382391073,Packed
2.63098319,2.252794393,-0.378188797,Packed
2.659412853,2.301051559,-0.358361295,Packed
2.629849348,2.280277789,-0.349571558,Packed
2.661954428,2.302613373,-0.359341055,Packed
2.633423593,2.288276363,-0.34514723,Packed
2.720271752,2.297577268,-0.422694484,Packed
2.667281755,2.284021524,-0.383260231,Packed
2.750950192,2.312701368,-0.438248824,Packed
2.683136177,2.294227478,-0.3889087,Packed
2.64702731,2.258146622,-0.388880688,Packed
2.672467803,2.295081804,-0.377385999,Packed
2.646164981,2.271321634,-0.374843347,Packed
2.705265783,2.29794589,-0.407319893,Packed
2.63556782,2.293714994,-0.341852826,Packed
2.578025127,2.198280043,-0.379745085,Packed
2.713757069,2.311278482,-0.402478586,Packed
2.69482987,2.316284834,-0.378545036,Packed
2.670898376,2.304490519,-0.366407856,Packed
2.679470576,2.299919642,-0.379550934,Packed
2.690727236,2.314507778,-0.376219458,Packed
2.710407348,2.285648709,-0.424758639,Packed
2.610112535,2.262044331,-0.348068204,Packed
2.644405517,2.283190697,-0.36121482,Packed
2.665811514,2.295185277,-0.370626236,Packed
2.624657398,2.278427074,-0.346230324,Packed
2.655852192,2.289661851,-0.366190341,Packed
2.612607744,2.221224072,-0.391383673,Packed
2.625395385,2.277610589,-0.347784796,Packed
2.625451429,2.286683774,-0.338767655,Packed
2.64356139,2.275978922,-0.367582468,Packed
2.595648727,2.239514762,-0.356133965,Packed
2.682498648,2.281444261,-0.401054387,Packed
2.685831143,2.294732253,-0.391098891,Packed
2.708371187,2.306210608,-0.402160579,Packed
2.68341471,2.348335689,-0.335079022,Packed
2.640159134,2.254930301,-0.385228833,Packed
2.594227431,2.231357486,-0.362869945,Packed
2.650722509,2.276157811,-0.374564698,Packed
2.645119375,2.281247201,-0.363872174,Packed
2.584742813,2.214378682,-0.370364131,Packed
2.602976514,2.160479718,-0.442496795,Packed
2.667158568,2.275969508,-0.391189061,Packed
2.648681506,2.288365438,-0.360316068,Packed
2.664351293,2.278186336,-0.386164958,Packed
2.703312746,2.289631475,-0.41368127,Packed
2.69066131,2.291340925,-0.399320385,Packed
2.683456783,2.298282494,-0.385174289,Packed
2.594240538,2.241624642,-0.352615896,Packed
2.635691096,2.275917289,-0.359773807,Packed
2.656613895,2.273636324,-0.382977571,Packed
2.624617643,2.247053168,-0.377564476,Packed
0.575447166,0.523423235,-0.052023931,Packed
0.571191399,0.523499052,-0.047692347,Packed
2.614793557,2.218847543,-0.395946014,Packed
2.630856286,2.239940775,-0.390915512,Packed
2.473732481,2.288200172,-0.185532309,Packed
2.642464192,2.280651227,-0.361812965,Packed
2.511882226,2.175337157,-0.336545068,Packed
2.552117417,2.199056658,-0.353060759,Packed
2.660825858,2.30382998,-0.356995878,Packed
2.688626302,2.292031691,-0.396594611,Packed
2.693822098,2.304245337,-0.389576762,Packed
2.694301457,2.298531892,-0.395769564,Packed
2.62264632,2.236731662,-0.385914658,Packed
2.68794772,2.325392276,-0.362555445,Packed
2.640881599,2.279486861,-0.361394738,Packed
2.699992775,2.282052488,-0.417940287,Packed
2.63151076,2.269094276,-0.362416485,Packed
2.629410525,2.281723299,-0.347687226,Packed
2.690223636,2.299538921,-0.390684715,Packed
2.639985426,2.242277161,-0.397708265,Packed
2.703369181,2.331767679,-0.371601502,Packed
2.657364813,2.259249034,-0.398115779,Packed
2.667041328,2.280518156,-0.386523172,Packed
2.676625476,2.271231049,-0.405394427,Packed
2.626202857,2.223384271,-0.402818586,Packed
2.744348583,2.271737652,-0.472610931,Packed
2.665450399,2.263864681,-0.401585718,Packed
2.684918803,2.289589238,-0.395329565,Packed
2.694064899,2.307708107,-0.386356792,Packed
2.663014355,2.271478949,-0.391535405,Packed
2.66986008,2.308587023,-0.361273057,Packed
2.694986816,2.287785395,-0.407201422,Packed
2.616818489,2.291415508,-0.325402981,Packed
2.674603336,2.290844389,-0.383758946,Packed
2.560511973,2.222388535,-0.338123438,Packed
2.675501517,2.278192007,-0.39730951,Packed
2.642240605,2.306962618,-0.335277988,Packed
2.662096503,2.302943396,-0.359153107,Packed
2.694774431,2.280616784,-0.414157647,Packed
2.720093152,2.28042377,-0.439669382,Packed
2.639705412,2.276653494,-0.363051919,Packed
2.679744743,2.294586184,-0.385158559,Packed
2.682886132,2.292295605,-0.390590527,Packed
2.665471157,2.274365029,-0.391106128,Packed
2.631403176,2.26382978,-0.367573397,Packed
2.614743609,2.278880852,-0.335862757,Packed
2.662329565,2.260213075,-0.40211649,Packed
2.659781451,2.266996653,-0.392784798,Packed
2.626190065,2.285897857,-0.340292208,Packed
2.566432462,2.184789593,-0.381642869,Packed
2.656444919,2.311902066,-0.344542853,Packed
2.649039666,2.228139979,-0.420899688,Packed
2.688539958,2.294927549,-0.393612409,Packed
2.578926549,2.199785187,-0.379141361,Packed
2.641937501,2.290679444,-0.351258057,Packed
2.68625965,2.287414852,-0.398844798,Packed
2.621676808,2.245391002,-0.376285806,Packed
2.67625373,2.286298097,-0.389955632,Packed
2.604519933,2.23407192,-0.370448012,Packed
2.707646077,2.278913059,-0.428733018,Packed
2.695340884,2.287676161,-0.407664723,Packed
2.524928257,2.189668799,-0.335259458,Packed
2.681002104,2.286346855,-0.394655249,Packed
2.539816142,2.209769894,-0.330046248,Packed
2.628781489,2.276960715,-0.351820774,Packed
2.577935353,2.190284191,-0.387651162,Packed
2.694846328,2.307679406,-0.387166922,Packed
2.68999002,2.303979338,-0.386010681,Packed
2.521587015,2.198186657,-0.323400358,Packed
2.635838407,2.275972882,-0.359865526,Packed
2.632325181,2.276319119,-0.356006062,Packed
2.635474785,2.264739058,-0.370735727,Packed
2.679424658,2.306108672,-0.373315986,Packed
2.661181818,2.305112644,-0.356069173,Packed
2.690280461,2.303307232,-0.386973229,Packed
2.647425222,2.270338104,-0.377087118,Packed
2.651724038,2.254928106,-0.396795932,Packed
2.637984051,2.2356924,-0.402291652,Packed
2.644138037,2.286330688,-0.357807349,Packed
2.663637903,2.315468495,-0.348169409,Packed
2.562190267,2.21262469,-0.349565577,Packed
2.663611856,2.287397737,-0.37621412,Packed
2.69992189,2.309672842,-0.390249048,Packed
2.608221991,2.271306366,-0.336915625,Packed
2.697030442,2.313449165,-0.383581277,Packed
2.629542779,2.27756228,-0.351980499,Packed
2.638277597,2.271977028,-0.366300569,Packed
2.557239054,2.181737892,-0.375501162,Packed
2.653828506,2.290424144,-0.363404362,Packed
2.661812063,2.287515859,-0.374296204,Packed
2.56433742,2.204479686,-0.359857734,Packed
2.649798519,2.275490545,-0.374307974,Packed
2.675466196,2.247259408,-0.428206788,Packed
2.673927987,2.313463178,-0.360464809,Packed
2.650926675,2.23515444,-0.415772234,Packed
1.79995543,2.305838314,0.505882884,Packed
2.672771137,2.281222136,-0.391549001,Packed
2.618925286,2.25514056,-0.363784727,Packed
2.749851841,2.293611476,-0.456240365,Packed
2.636735284,2.226395579,-0.410339704,Packed
2.68990024,2.281154707,-0.408745533,Packed
2.647446476,2.267831214,-0.379615262,Packed
2.64879748,2.246565799,-0.402231681,Packed
2.669628488,2.291233904,-0.378394584,Packed
2.442609865,2.183678804,-0.258931061,Packed
2.664803964,2.304620647,-0.360183316,Packed
2.67999386,2.306367629,-0.373626232,Packed
2.668155494,2.265634158,-0.402521336,Packed
2.678100247,2.290400362,-0.387699885,Packed
2.686296036,2.310900799,-0.375395237,Packed
2.618045103,2.250178873,-0.367866229,Packed
2.622155384,2.27123964,-0.350915744,Packed
2.664337808,2.282812541,-0.381525267,Packed
2.646824797,2.284617982,-0.362206815,Packed
2.626365962,2.26177691,-0.364589052,Packed
2.651276189,2.255587062,-0.395689127,Packed
2.62683137,2.271313501,-0.355517869,Packed
2.701144697,2.322233287,-0.378911409,Packed
2.630165923,2.279640374,-0.350525549,Packed
2.632977362,2.267919589,-0.365057774,Packed
2.540129706,2.174441595,-0.365688111,Packed
2.682455563,2.282306416,-0.400149147,Packed
2.709329841,2.277724803,-0.431605038,Packed
2.586630119,2.206709798,-0.379920321,Packed
2.596816107,2.232800289,-0.364015818,Packed
2.275809518,1.9211332,-0.354676319,Packed
2.581711462,2.202673588,-0.379037874,Packed
2.281181923,1.925247563,-0.35593436,Packed
2.683951114,2.299666347,-0.384284767,Packed
2.711237789,2.305351671,-0.405886118,Packed
2.581877548,2.19341307,-0.388464478,Packed
2.620175719,2.275774013,-0.344401706,Packed
2.584810169,2.222171328,-0.36263884,Packed
2.666707922,2.305668608,-0.361039314,Packed
2.664871867,2.292118425,-0.372753442,Packed
2.629344811,2.290007582,-0.339337229,Packed
2.635482669,2.283088262,-0.352394407,Packed
2.664090841,2.307833625,-0.356257216,Packed
2.573635435,2.201282432,-0.372353003,Packed
2.705334373,2.301839224,-0.403495149,Packed
2.668559471,2.289720936,-0.378838535,Packed
2.640781064,2.262284344,-0.37849672,Packed
2.719348778,2.285039074,-0.434309704,Packed
1.201474581,1.048910309,-0.152564272,Packed
2.579046395,2.224090444,-0.354955951,Packed
